UniqueID,EventName,State,DistName,DistrictNCESID,DistWeb,SchoolName,SchoolNCESID,SchoolWeb,Type,Epi_week,DateClosure,DateReopened
MI202010534D,COVID-19,MI,MAYVILLE COMMUNITY SCHOOL DISTRICT,2623280,http://www.mayvilleschools.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010535D,COVID-19,MI,MCBAIN RURAL AGRICULTURAL SCHOOLS,2623310,http://www.mcbain.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010536D,COVID-19,MI,MECOSTA-OSCEOLA ISD,2680770,http://moisd.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010537D,COVID-19,MI,MELVINDALE-NORTH ALLEN PARK SCHOOLS,2623460,http://www.melnapschools.com,,,,D,11,03/13/2020 12:00:00 AM,
MI202010538D,COVID-19,MI,MEMPHIS COMMUNITY SCHOOLS,2623490,http://www.memphisk12.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010539D,COVID-19,MI,MENDON COMMUNITY SCHOOL DISTRICT,2623520,http://www.mendonschools.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010540D,COVID-19,MI,MENOMINEE AREA PUBLIC SCHOOLS,2623550,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010541D,COVID-19,MI,MENOMINEE ISD,2680790,http://mc-isd.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010542D,COVID-19,MI,MERIDIAN PUBLIC SCHOOLS,2623580,http://www.merps.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010543D,COVID-19,MI,MERRILL COMMUNITY SCHOOLS,2623610,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010544D,COVID-19,MI,MERRITT ACADEMY,2600281,http://www.merritt-academy.org/,,,,D,11,03/13/2020 12:00:00 AM,
MI202010545D,COVID-19,MI,MESICK CONSOLIDATED SCHOOLS,2623670,http://www.mesick.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010546D,COVID-19,MI,METRO CHARTER ACADEMY,2600262,http://metro.heritageacademies.com/,,,,D,11,03/13/2020 12:00:00 AM,
MI202010547D,COVID-19,MI,MICHIGAN CENTER SCHOOL DISTRICT,2623790,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010548D,COVID-19,MI,MICHIGAN CONNECTIONS ACADEMY,2600969,http://www.connectionsacademy.com/michigan-school/home.aspx,,,,D,12,03/16/2020 12:00:00 AM,
MI202010549D,COVID-19,MI,MICHIGAN DEPARTMENT OF CORRECTIONS,2600001,http://www.michigan.gov/corrections,,,,D,12,03/16/2020 12:00:00 AM,
MI202010550D,COVID-19,MI,MICHIGAN DEPARTMENT OF HUMAN SERVICES,2600004,http://www.mi.gov/dhs,,,,D,12,03/16/2020 12:00:00 AM,
MI202010551D,COVID-19,MI,MICHIGAN EDUCATIONAL CHOICE CENTER,2601010,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010552D,COVID-19,MI,MICHIGAN GREAT LAKES VIRTUAL ACADEMY,2601070,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010553D,COVID-19,MI,MICHIGAN INTERNATIONAL PREP SCHOOL,2601114,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010554D,COVID-19,MI,MICHIGAN MATHEMATICS AND SCIENCE ACADEMY,2600967,http://www.mmsaonline.org,,,,D,11,03/13/2020 12:00:00 AM,
MI202010555D,COVID-19,MI,MICHIGAN VIRTUAL CHARTER ACADEMY,2600972,http://www.k12.com/mvca/,,,,D,12,03/16/2020 12:00:00 AM,
MI202010556D,COVID-19,MI,MID PENINSULA SCHOOL DISTRICT,2623830,http://www.mpswolverines.com,,,,D,12,03/16/2020 12:00:00 AM,
MI202010557D,COVID-19,MI,MID-MICHIGAN LEADERSHIP ACADEMY,2600082,http://www.mmla.sabis.net,,,,D,12,03/16/2020 12:00:00 AM,
MI202010558D,COVID-19,MI,MIDLAND ACADEMY OF ADVANCED AND CREATIVE STUDIES,2600141,http://midlandacademy.com,,,,D,12,03/16/2020 12:00:00 AM,
MI202010559D,COVID-19,MI,MIDLAND COUNTY EDUCATIONAL SERVICE AGENCY,2680800,http://www.mcesa.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010560D,COVID-19,MI,MIDLAND PUBLIC SCHOOLS,2623820,http://www.midlandps.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010561D,COVID-19,MI,MILAN AREA SCHOOLS,2623850,http://www.milanareaschools.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010562D,COVID-19,MI,MILDRED C. WELLS PREPARATORY ACADEMY,2600297,http://www.wellsacademy.com/index.htm,,,,D,12,03/16/2020 12:00:00 AM,
MI202010563D,COVID-19,MI,MILLINGTON COMMUNITY SCHOOLS,2623910,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010564D,COVID-19,MI,MIO-AUSABLE SCHOOLS,2624000,http://www.mio.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010565D,COVID-19,MI,MOMENTUM ACADEMY,2601045,,,,,D,11,03/13/2020 12:00:00 AM,
MI202010566D,COVID-19,MI,MONA SHORES PUBLIC SCHOOL DISTRICT,2624120,http://www.monashores.net,,,,D,12,03/16/2020 12:00:00 AM,
MI202010567D,COVID-19,MI,MONROE ISD,2680820,http://misd.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010568D,COVID-19,MI,MONROE PUBLIC SCHOOLS,2624150,http://www.monroe.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010569D,COVID-19,MI,MONTABELLA COMMUNITY SCHOOLS,2612960,http://www.montabella.com,,,,D,12,03/16/2020 12:00:00 AM,
MI202010570D,COVID-19,MI,MONTAGUE AREA PUBLIC SCHOOLS,2624180,http://www.montague.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010571D,COVID-19,MI,MONTCALM AREA ISD,2680830,http://www.maisd.com,,,,D,12,03/16/2020 12:00:00 AM,
MI202010572D,COVID-19,MI,MONTROSE COMMUNITY SCHOOLS,2624420,http://www.montroseschools.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010573D,COVID-19,MI,MORAN TOWNSHIP SCHOOL DISTRICT,2624540,http://www.morantownshipschools.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010574D,COVID-19,MI,MORENCI AREA SCHOOLS,2624570,http://www.morenci.k12.mi.us/,,,,D,12,03/16/2020 12:00:00 AM,
MI202010575D,COVID-19,MI,MORLEY STANWOOD COMMUNITY SCHOOLS,2624600,http://morleystanwood.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010576D,COVID-19,MI,MORRICE AREA SCHOOLS,2624630,http://morrice.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010577D,COVID-19,MI,MOUNT CLEMENS COMMUNITY SCHOOL DISTRICT,2624690,http://www.MTCPS.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010578D,COVID-19,MI,MT. CLEMENS MONTESSORI ACADEMY,2600283,http://www.mtclemensmontessori.com,,,,D,12,03/16/2020 12:00:00 AM,
MI202010579D,COVID-19,MI,MT. MORRIS CONSOLIDATED SCHOOLS,2624720,http://mtmorrisschools.schoolfusion.us/,,,,D,12,03/16/2020 12:00:00 AM,
MI202010580D,COVID-19,MI,MT. PLEASANT CITY SCHOOL DISTRICT,2624750,http://www.mtpleasant.edzone.net,,,,D,12,03/16/2020 12:00:00 AM,
MI202010581D,COVID-19,MI,MULTICULTURAL ACADEMY,2600315,http://www.macademyk8.com,,,,D,12,03/16/2020 12:00:00 AM,
MI202010582D,COVID-19,MI,MUNISING PUBLIC SCHOOLS,2624810,http://www.munisingschools.com,,,,D,12,03/16/2020 12:00:00 AM,
MI202010583D,COVID-19,MI,MUSKEGON AREA ISD,2680850,http://www.muskegonisd.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010584D,COVID-19,MI,MUSKEGON COVENANT ACADEMY,2601088,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010585D,COVID-19,MI,MUSKEGON HEIGHTS PUBLIC SCHOOL ACADEMY SYSTEM,2601029,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010586D,COVID-19,MI,MUSKEGON MONTESSORI ACADEMY FOR ENVIRONMENTAL CHANGE,2601067,http://www.muskegonmontessoriacademy.com,,,,D,12,03/16/2020 12:00:00 AM,
MI202010587D,COVID-19,MI,MUSKEGON PUBLIC SCHOOLS OF THE CITY OF,2624840,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010588D,COVID-19,MI,NAPOLEON COMMUNITY SCHOOLS,2624960,http://www.napoleonschools.org/,,,,D,12,03/16/2020 12:00:00 AM,
MI202010589D,COVID-19,MI,NEGAUNEE PUBLIC SCHOOLS,2625020,http://www.negaunee.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010590D,COVID-19,MI,NEW BEDFORD ACADEMY,2600213,http://www.newbedfordacademy.com,,,,D,12,03/16/2020 12:00:00 AM,
MI202010591D,COVID-19,MI,NEW BEGINNINGS ACADEMY,2600248,http://www.newbeginningsacademy.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010592D,COVID-19,MI,NEW BRANCHES CHARTER ACADEMY,2600090,http://www.newbranches.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010593D,COVID-19,MI,NEW BUFFALO AREA SCHOOLS,2625140,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010594D,COVID-19,MI,NEW HAVEN COMMUNITY SCHOOLS,2625230,http://newhaven.misd.net/,,,,D,12,03/16/2020 12:00:00 AM,
MI202010595D,COVID-19,MI,NEW LOTHROP AREA PUBLIC SCHOOLS,2625290,http://www.newlothrop.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010596D,COVID-19,MI,NEW PARADIGM COLLEGE PREP,2601075,,,,,D,11,03/13/2020 12:00:00 AM,
MI202010597D,COVID-19,MI,NEW PARADIGM LOVING ACADEMY,2600998,,,,,D,11,03/13/2020 12:00:00 AM,
MI202010598D,COVID-19,MI,NEW SCHOOL HIGH,2601089,http://newschoolhigh.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010599D,COVID-19,MI,NEWAYGO COUNTY RESA,2680860,http://www.ncresa.org/page1.aspx,,,,D,12,03/16/2020 12:00:00 AM,
MI202010600D,COVID-19,MI,NEWAYGO PUBLIC SCHOOL DISTRICT,2625320,http://www.newaygo.net,,,,D,12,03/16/2020 12:00:00 AM,
MI202010601D,COVID-19,MI,NEXUS ACADEMY OF GRAND RAPIDS,2601017,http://www.nexusacademyschool.com/blended-learning/michigan/grand-rapids.aspx,,,,D,12,03/16/2020 12:00:00 AM,
MI202010602D,COVID-19,MI,NEXUS ACADEMY OF LANSING,2601019,http://www.nexusacademyschool.com/blended-learning/michigan/lansing.aspx,,,,D,12,03/16/2020 12:00:00 AM,
MI202010603D,COVID-19,MI,NEXUS ACADEMY OF ROYAL OAK,2601065,http://www.nexusacademyschool.com/blended-learning/michigan/royal-oak.aspx,,,,D,12,03/16/2020 12:00:00 AM,
MI202010604D,COVID-19,MI,NICE COMMUNITY SCHOOL DISTRICT,2625400,http://www.nice.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010605D,COVID-19,MI,NILES COMMUNITY SCHOOLS,2625560,http://www.nilesschools.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010606D,COVID-19,MI,NOOR INTERNATIONAL ACADEMY,2600995,http://www.niapsa.org/,,,,D,11,03/13/2020 12:00:00 AM,
MI202010607D,COVID-19,MI,NORTH ADAMS-JEROME PUBLIC SCHOOLS,2625650,http://najps.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010608D,COVID-19,MI,NORTH BRANCH AREA SCHOOLS,2625680,http://www.nbbroncos.net,,,,D,11,03/13/2020 12:00:00 AM,
MI202010609D,COVID-19,MI,NORTH CENTRAL AREA SCHOOLS,2629220,http://ncajets.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010610D,COVID-19,MI,NORTH DICKINSON COUNTY SCHOOLS,2630480,http://www.go-nordics.com,,,,D,12,03/16/2020 12:00:00 AM,
MI202010611D,COVID-19,MI,NORTH HURON SCHOOL DISTRICT,2625780,http://www.nhuron.org/,,,,D,12,03/16/2020 12:00:00 AM,
MI202010612D,COVID-19,MI,NORTH MUSKEGON PUBLIC SCHOOLS,2625800,http://www.nmps.net,,,,D,12,03/16/2020 12:00:00 AM,
MI202010613D,COVID-19,MI,NORTH SAGINAW CHARTER ACADEMY,2600219,http://northsaginaw.heritageacademies.com/,,,,D,12,03/16/2020 12:00:00 AM,
MI202010614D,COVID-19,MI,NORTH STAR ACADEMY,2600153,http://www.nsacd.com,,,,D,12,03/16/2020 12:00:00 AM,
MI202010615D,COVID-19,MI,NORTHPORT PUBLIC SCHOOL DISTRICT,2625920,http://www.northportps.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010616D,COVID-19,MI,NORTHRIDGE ACADEMY,2600194,http://www.leonagroup.com/northridge,,,,D,12,03/16/2020 12:00:00 AM,
MI202010617D,COVID-19,MI,NORTHVIEW PUBLIC SCHOOLS,2625950,http://nvps.net,,,,D,12,03/16/2020 12:00:00 AM,
MI202010618D,COVID-19,MI,NORTHVILLE PUBLIC SCHOOLS,2625980,http://www.northville.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010619D,COVID-19,MI,NORTHWEST COMMUNITY SCHOOLS,2626010,http://nwschools.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010620D,COVID-19,MI,NORWAY-VULCAN AREA SCHOOLS,2626040,http://www.nvknights.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010621D,COVID-19,MI,NOTTAWA COMMUNITY SCHOOL,2626100,http://www.sjcisd.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010622D,COVID-19,MI,NOVI COMMUNITY SCHOOL DISTRICT,2626130,http://www.novi.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010623D,COVID-19,MI,OAK PARK SCHOOL DISTRICT OF THE CITY OF,2626190,http://www.oakparkschools.org,,,,D,11,03/13/2020 12:00:00 AM,
MI202010624D,COVID-19,MI,OAKLAND ACADEMY,2600184,http://www.oakland-academy.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010625D,COVID-19,MI,OAKLAND FLEXTECH ACADEMY,2601043,http://www.oaklandflextech.org/,,,,D,12,03/16/2020 12:00:00 AM,
MI202010626D,COVID-19,MI,OAKLAND INTERNATIONAL ACADEMY,2600217,http://www.oiacademy.net/,,,,D,12,03/16/2020 12:00:00 AM,
MI202010627D,COVID-19,MI,OAKLAND SCHOOLS,2680880,http://www.oakland.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010628D,COVID-19,MI,OAKRIDGE PUBLIC SCHOOLS,2626220,http://www.oakridgeschools.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010629D,COVID-19,MI,OAKSIDE SCHOLARS CHARTER ACADEMY,2601068,http://oakside.heritageacademies.com,,,,D,11,03/13/2020 12:00:00 AM,
MI202010630D,COVID-19,MI,OJIBWE CHARTER SCHOOL,2600285,http://ojibwe@schoolwires.net,,,,D,12,03/16/2020 12:00:00 AM,
MI202010631D,COVID-19,MI,OKEMOS PUBLIC SCHOOLS,2626280,http://okemosschools.net,,,,D,12,03/16/2020 12:00:00 AM,
MI202010632D,COVID-19,MI,OLD REDFORD ACADEMY,2600242,http://www.oldredford.com,,,,D,11,03/13/2020 12:00:00 AM,
MI202010633D,COVID-19,MI,OLIVET COMMUNITY SCHOOLS,2626370,http://www.olivetschools.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010634D,COVID-19,MI,ONAWAY AREA COMMUNITY SCHOOL DISTRICT,2626400,http://onawayarea.schoolinsites.com/,,,,D,12,03/16/2020 12:00:00 AM,
MI202010635D,COVID-19,MI,ONEIDA TOWNSHIP S/D #3,2626430,http://www.strangeschool.weebly.com,,,,D,12,03/16/2020 12:00:00 AM,
MI202010636D,COVID-19,MI,ONEKAMA CONSOLIDATED SCHOOLS,2626490,http://www.onekama.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010637D,COVID-19,MI,ONSTED COMMUNITY SCHOOLS,2626520,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010638D,COVID-19,MI,ONTONAGON AREA SCHOOL DISTRICT,2626550,http://www.oasd.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010639D,COVID-19,MI,ORCHARD VIEW SCHOOLS,2626760,http://www.orchardview.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010640D,COVID-19,MI,OSCODA AREA SCHOOLS,2626970,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010641D,COVID-19,MI,OTSEGO PUBLIC SCHOOLS,2627060,http://www.otsegops.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010642D,COVID-19,MI,OTTAWA AREA ISD,2680900,http://www.oaisd.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010643D,COVID-19,MI,OUTLOOK ACADEMY,2600274,http://www.outlookacademy.net/,,,,D,12,03/16/2020 12:00:00 AM,
MI202010644D,COVID-19,MI,OVID-ELSIE AREA SCHOOLS,2627150,http://www.oe.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010645D,COVID-19,MI,OWENDALE-GAGETOWN AREA SCHOOL DISTRICT,2627180,http://www.owengage.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010646D,COVID-19,MI,OWOSSO PUBLIC SCHOOLS,2627210,http://www.owosso.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010647D,COVID-19,MI,OXFORD COMMUNITY SCHOOLS,2627240,http://www.oxfordschools.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010648D,COVID-19,MI,PANSOPHIA ACADEMY,2600068,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010649D,COVID-19,MI,PARAGON CHARTER ACADEMY,2600204,http://paragon.heritageacademies.com/,,,,D,12,03/16/2020 12:00:00 AM,
MI202010650D,COVID-19,MI,PARAMOUNT CHARTER ACADEMY,2600206,http://paramount.heritageacademies.com/,,,,D,12,03/16/2020 12:00:00 AM,
MI202010651D,COVID-19,MI,PARCHMENT SCHOOL DISTRICT,2627420,http://www.parchmentschools.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010652D,COVID-19,MI,PATHWAYS ACADEMY,2601076,,,,,D,11,03/13/2020 12:00:00 AM,
MI202010653D,COVID-19,MI,PAW PAW PUBLIC SCHOOL DISTRICT,2627660,http://www.ppps.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010654D,COVID-19,MI,PECK COMMUNITY SCHOOL DISTRICT,2627690,http://www.peck.k12.mi.us,,,,D,11,03/13/2020 12:00:00 AM,
MI202010655D,COVID-19,MI,PELLSTON PUBLIC SCHOOLS,2627720,http://www.pellstonschools.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010656D,COVID-19,MI,PENNFIELD SCHOOLS,2627810,http://www.pennfield.net,,,,D,12,03/16/2020 12:00:00 AM,
MI202010657D,COVID-19,MI,PENTWATER PUBLIC SCHOOL DISTRICT,2627840,http://www.pentwaterschools.net,,,,D,12,03/16/2020 12:00:00 AM,
MI202010658D,COVID-19,MI,PERRY PUBLIC SCHOOLS,2627900,http://www.perry.k12.mi.us,,,,D,12,03/16/2020 12:00:00 AM,
MI202010659D,COVID-19,MI,PEWAMO-WESTPHALIA COMMUNITY SCHOOLS,2627960,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010660D,COVID-19,MI,PICKFORD PUBLIC SCHOOLS,2628020,,,,,D,12,03/16/2020 12:00:00 AM,
MI202010661D,COVID-19,MI,PINCKNEY COMMUNITY SCHOOLS,2628140,http://www.pinckneyschools.org,,,,D,11,03/13/2020 12:00:00 AM,
MI202010662D,COVID-19,MI,PINCONNING AREA SCHOOLS,2628170,http://www.pasd.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010663D,COVID-19,MI,PINE RIVER AREA SCHOOLS,2628200,http://www.pineriver.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010664D,COVID-19,MI,PITTSFORD AREA SCHOOLS,2628500,http://pittsfordk12.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010665D,COVID-19,MI,PLAINWELL COMMUNITY SCHOOLS,2628530,http://www.plainwellschools.org,,,,D,12,03/16/2020 12:00:00 AM,
MI202010666D,COVID-19,MI,PLYMOUTH EDUCATIONAL CENTER CHARTER SCHOOL,2600125,http://www.plymouthed.org,,,,D,11,03/13/2020 12:00:00 AM,
MI202010667D,COVID-19,MI,PLYMOUTH SCHOLARS CHARTER ACADEMY,2601020,http://plymouth.heritageacademies.com,,,,D,12,03/16/2020 12:00:00 AM,
